Source           Destination              Packets               Bytes
 170.132.26.48    156.36.238.224                2289             2939137
 170.135.199.195  170.132.154.41                   5                 260
 170.135.199.195  170.132.25.169              180643            53190882
 170.132.25.169   170.135.199.195             253141            27764045
 170.135.202.26   147.249.46.2                  3122              347873
 147.249.46.2     170.135.202.26                4616             2539570
 156.55.51.76     156.36.204.28                   92               18221
 156.36.204.28    156.55.51.76                   104               17485
 156.36.204.28    156.55.51.79                   141                8522
 156.55.51.79     156.36.204.28                  141               13614
 156.36.204.245   147.249.46.2                   298              189385
 147.249.46.2     156.36.204.245                 220               79392
 170.135.202.153  156.55.84.75                  1519              135158
 156.55.84.75     170.135.202.153               2909              234561
 170.132.235.15   156.36.200.98                  244               11376
 156.36.200.98    170.132.235.15                 183               31224
 147.249.148.14   170.135.199.195                 23                8242
 170.135.199.195  147.249.148.14                  46               29904
 147.249.148.13   170.135.199.195             160211           205259902
 170.135.199.195  147.249.148.13              138285             7666467
 170.135.2.11     168.162.246.4                   19                5324
 168.162.246.4    170.135.2.11                    15                5552
 170.135.199.195  168.162.95.156               72813             4260497
 168.162.95.156   170.135.199.195             144072           171248040
 170.132.238.11   170.135.199.195                 27               13259
 170.135.199.195  170.132.238.11                  31                2365
 170.132.25.251   170.135.199.195             168589           191477558
 170.135.199.195  170.132.25.251              127827            15849233
 170.135.199.195  168.162.95.154              251880            58789418
 168.162.95.154   170.135.199.195             227288           211625286
 170.135.199.195  156.55.84.49                   413               21524
 156.55.84.49     170.135.199.195                415               59016
 170.135.199.195  168.162.95.148              188687            12916716
 168.162.95.148   170.135.199.195             389282           456647308
 168.162.95.146   170.135.199.195             472245           421311090
 170.135.199.195  168.162.95.146              475228           112921114
 170.132.26.47    156.36.48.98                 24405            31301495
 156.36.48.98     170.132.26.47                12889              699526
 170.135.2.11     156.55.51.78                    86               16712
 156.55.51.78     170.135.2.11                    75               15280
 170.135.202.76   156.55.84.167                   13                 700
 156.55.84.167    170.135.202.76                  14                4034
 170.135.199.195  147.249.60.137                3747              770255
 147.249.60.137   170.135.199.195               3080             2863848
 170.135.202.73   156.55.84.167                  654               35196
 156.55.84.167    170.135.202.73                 654               45996
 170.135.199.195  156.55.51.75                   260               10536
 156.55.51.75     170.135.199.195                254               18515

Accounting data age is 01:00
Source           Destination              Packets               Bytes
 170.132.25.26    170.135.199.195               2592             2669143
 170.135.199.195  170.132.25.26                 2631              399158
 170.132.25.27    170.135.199.195                310              248450
 170.135.199.195  170.132.25.27                  243               45502
 170.135.199.195  170.132.25.25               302731            75973681
 170.132.25.25    170.135.199.195             418678            59267388
 156.36.212.169   168.162.95.154                  12                 480
 168.162.95.154   156.36.212.169                  12                 480
 168.162.176.152  170.135.199.195               4757              263233
 170.135.199.195  168.162.176.152               3563              283168
 170.132.26.47    156.36.239.64                  717              146795
 156.36.239.64    170.132.26.47                  957              295864
 168.162.189.38   156.36.198.250                 227               37262
 156.36.198.250   168.162.189.38                 320              304393
 156.36.206.51    156.55.84.167                 3592              226010
 156.55.84.167    156.36.206.51                 6621             5908247
 147.249.46.72    170.135.199.195            1082067           731543851
 170.135.199.195  147.249.46.72               853677            89379055
 147.249.46.70    170.135.199.195                873              288060
 170.135.199.195  147.249.46.70                  859              241372
 156.36.230.153   170.132.25.222                 835              131289
 170.132.25.222   156.36.230.153                 807              148592
 170.132.26.43    170.135.199.195              44071            51017243
 170.135.199.195  170.132.26.43                41146             4388472
 168.162.95.154   156.36.208.231               49715            59245479
 156.36.208.231   168.162.95.154               29282             1672772
 170.132.24.95    170.135.199.195              16629            17698076
 170.135.199.195  170.132.24.95                14956             1696004
 168.162.95.146   156.36.206.240               27256            30124713
 156.36.206.240   168.162.95.146               16996             1619641
 170.135.199.195  170.132.24.94                90050            16607416
 170.132.24.94    170.135.199.195              93419            83513314
 168.162.95.154   156.36.208.233               19812            23228824
 156.36.208.233   168.162.95.154               12399              741218
 156.36.198.250   170.132.235.15                1003              103502
 170.132.235.15   156.36.198.250                1064               49779
 156.36.206.236   168.162.95.154               10994             1812168
 168.162.95.154   156.36.206.236               10419            10463142
 170.135.199.195  170.132.24.74                13211             1044193
 170.132.24.74    170.135.199.195              17006             1367737
 156.36.239.51    170.132.26.48                  782              254587
 170.132.26.48    156.36.239.51                  584              116069
 156.36.239.57    170.132.26.48                 2091             1908171
 170.132.26.48    156.36.239.57                 1287              265682
 147.249.130.173  170.135.199.195                181                7240
 170.135.199.195  147.249.130.173                362               37648
 170.135.199.195  156.55.84.167                26717             2817676
 156.55.84.167    170.135.199.195              26684             9197313
 156.36.204.246   147.249.148.14                 137               86583
 147.249.148.14   156.36.204.246                  83               28798
 156.36.204.245   147.249.148.13                 529              317420
 147.249.148.13   156.36.204.245                 345              116079
 170.132.113.5    170.135.199.195               4871             3583501
 170.135.199.195  170.132.113.5                 2780              143716
 170.132.26.47    156.36.239.63                 1037              243846
 156.36.239.63    170.132.26.47                 1536             1229939
 156.55.84.167    170.135.2.11                    19                3096
 170.135.2.11     156.55.84.167                   15                4885
 170.132.24.97    170.135.199.195               3517             2263135
 170.135.199.195  170.132.24.97                 3572              814973
 170.135.199.195  170.132.24.96                17057             3555306
 170.132.24.96    170.135.199.195              17594            11577372
 156.36.217.170   147.249.46.2                  5295              569834
 147.249.46.2     156.36.217.170                6755             3751529
 156.36.169.75    170.132.25.226                  92               41923
 170.132.25.226   156.36.169.75                   72               36075
 170.135.2.11     172.16.3.10                   1134              149912
 156.36.200.38    168.162.95.146                 203               49931
 168.162.95.146   156.36.200.38                  235              116706
 168.162.95.146   156.36.200.32                   80               41222
 156.36.200.32    168.162.95.146                  67               15222
 170.132.50.161   170.135.2.11                  1285             1295705
 170.132.25.132   170.135.199.195               9006             6356925
 170.135.199.195  170.132.25.132                9424             7332029
 156.36.205.20    168.162.95.146                 145               17593
 168.162.95.146   156.36.205.20                  104               23823
 168.162.95.146   156.36.200.31                  162               78407
 156.36.200.31    168.162.95.146                 144               32246
 156.36.238.224   170.132.26.48                 5799              315659
 170.132.26.48    156.36.238.224               10574            13556094
 170.135.199.195  170.132.25.169              180355            53077398
 170.132.25.169   170.135.199.195             252787            27940533
 170.135.202.26   147.249.46.2                  3078              344480
 147.249.46.2     170.135.202.26                4545             2482452
 156.55.51.76     156.36.204.28                  109               19360
 156.36.204.28    156.55.51.76                   122               20974
 156.36.204.28    156.55.51.79                   169               11423
 156.55.51.79     156.36.204.28                  169               24878
 156.36.204.245   147.249.46.2                   303              189217
 147.249.46.2     156.36.204.245                 226               79164
 170.135.202.153  156.55.84.75                  1813              148266
 156.55.84.75     170.135.202.153               3403              979648
 170.132.238.37   170.135.199.195                 24               12248
 170.135.199.195  170.132.238.37                  30                3190
 156.36.200.98    170.132.235.15                 335               40920
 170.132.235.15   156.36.200.98                  461               23130
 147.249.148.14   170.135.199.195                 48               16620
 170.135.199.195  147.249.148.14                  89               57844
 147.249.148.13   170.135.199.195              56423            71322953
 170.135.199.195  147.249.148.13               46912             3410251
 156.36.200.98    170.132.235.10                 904              173908
 170.132.235.10   156.36.200.98                 1218              123284
 170.135.199.195  168.162.95.156              100000             5718045
 168.162.95.156   170.135.199.195             203353           243765510
 170.135.199.195  170.132.25.251               93543            10898090
 170.132.25.251   170.135.199.195             120736           139057243
 168.162.95.154   170.135.199.195             376278           352567980
 170.135.199.195  168.162.95.154              425249           104765569
 170.135.199.195  156.55.84.49                   591               36295
 156.55.84.49     170.135.199.195                602               92460
 170.135.199.195  168.162.95.148               95341             9105904
 168.162.95.148   170.135.199.195             216769           251293142
 170.135.199.195  168.162.95.146              527020           118512233
 168.162.95.146   170.135.199.195             576205           556381847
 170.135.202.79   156.55.84.167                    9                 480
 156.55.84.167    170.135.202.79                  11                7689
 156.36.48.98     170.132.26.47                 3691              294264
 170.132.26.47    156.36.48.98                  6760             8473653
 170.135.2.11     156.55.51.78                    83               19392
 156.55.51.78     170.135.2.11                    71               15560
 170.135.202.73   156.55.84.167                  911               48620
 156.55.84.167    170.135.202.73                 913               65685
 147.249.60.137   170.135.199.195               2255             2023695
 170.135.199.195  147.249.60.137                2824              539759
 170.135.199.195  156.55.51.75                   276               11580
 156.55.51.75     170.135.199.195                265               21503

Accounting data age is 01:00
Source           Destination              Packets               Bytes
 170.132.25.26    170.135.199.195               6477             6904694
 170.135.199.195  170.132.25.26                 6480              798319
 170.132.25.27    170.135.199.195                272              172734
 170.135.199.195  170.132.25.27                  237               72820
 170.132.25.25    170.135.199.195             404052            46351926
 170.135.199.195  170.132.25.25               289745            77001946
 156.36.212.169   168.162.95.154                  12                 480
 168.162.95.154   156.36.212.169                  12                 480
 168.162.176.152  170.135.199.195               5003              397671
 170.135.199.195  168.162.176.152               3667              289687
 156.36.239.64    170.132.26.47                 1432              420906
 170.132.26.47    156.36.239.64                 1068              227396
 168.162.189.38   156.36.198.250                 300               49576
 156.36.198.250   168.162.189.38                 424              404110
 156.36.206.51    156.55.84.167                 5015              301484
 156.55.84.167    156.36.206.51                 8718             8548740
 170.135.199.195  147.249.46.72               761051            80699016
 147.249.46.72    170.135.199.195             978965           670536447
 147.249.46.70    170.135.199.195                 81               21843
 170.135.199.195  147.249.46.70                   82               25818
 156.36.230.153   170.132.25.222                1689              339349
 170.132.25.222   156.36.230.153                1525              385649
 170.132.26.43    170.135.199.195              46046            52795642
 170.135.199.195  170.132.26.43                40260             4214776
 168.162.95.154   156.36.208.231                4255             4470542
 156.36.208.231   168.162.95.154                4254              271082
 170.132.24.95    170.135.199.195              11152            11690791
 170.135.199.195  170.132.24.95                11157             1733263
 168.162.95.146   156.36.206.240               27261            30175662
 156.36.206.240   168.162.95.146               16912             1614279
 170.135.199.195  170.132.24.94                71071            12247588
 170.132.24.94    170.135.199.195              78713            71650003
 168.162.95.154   156.36.206.240              152626           160577192
 156.36.206.240   168.162.95.154               93213             8788058
 168.162.95.154   156.36.208.233                4318             4506455
 156.36.208.233   168.162.95.154                4290              273314
 156.36.198.250   170.132.235.15                 969              109636
 170.132.235.15   156.36.198.250                1105               50696
 168.162.95.154   156.36.206.236                5385             5189574
 156.36.206.236   168.162.95.154                5810             1046281
 170.135.199.195  170.132.24.74                 7027              557903
 170.132.24.74    170.135.199.195               9496              658949
 156.36.239.51    170.132.26.48                  907              270707
 170.132.26.48    156.36.239.51                  683              145191
 170.132.26.48    156.36.239.57                 1477              277991
 156.36.239.57    170.132.26.48                 2449             2278347
 147.249.130.173  170.135.199.195               2844             2962888
 170.135.199.195  147.249.130.173               1899              113486
 170.135.199.195  156.55.84.167                30556             3061619
 156.55.84.167    170.135.199.195              30226            12471377
 156.36.204.245   147.249.148.13                 789              482014
 147.249.148.13   156.36.204.245                 498              167430
 156.36.204.246   147.249.148.14                  40               23227
 147.249.148.14   156.36.204.246                  23                8145
 156.36.239.63    170.132.26.47                 2688             2171388
 170.132.26.47    156.36.239.63                 1702              372074
 170.132.24.97    170.135.199.195               3507             1017467
 170.135.199.195  170.132.24.97                 3421              369806
 170.132.24.96    170.135.199.195              18340            12040184
 170.135.199.195  170.132.24.96                17849             3654842
 156.36.217.170   147.249.46.2                  4805              519499
 147.249.46.2     156.36.217.170                6299             3526650
 156.36.169.75    170.132.25.226                  45               24146
 170.132.25.226   156.36.169.75                   31               12957
 168.162.95.146   156.36.200.39                  255              116158
 156.36.200.39    168.162.95.146                 236               92358
 170.135.2.10     156.55.84.75                   212               23556
 156.55.84.75     170.135.2.10                   220              225944
 168.162.95.146   156.36.200.38                  105               51384
 156.36.200.38    168.162.95.146                  85               19120
 170.135.2.11     172.16.3.10                   3509              242436
 168.162.95.146   156.36.200.32                  199               97020
 156.36.200.32    168.162.95.146                 166               42462
 170.132.50.161   170.135.2.11                  6106             7691161
 170.132.25.132   170.135.199.195               9459             6780177
 170.135.199.195  170.132.25.132                9776             7522836
 156.36.205.20    168.162.95.146                 139               17313
 168.162.95.146   156.36.205.20                  100               22319
 168.162.95.146   156.36.200.31                  225              111652
 156.36.200.31    168.162.95.146                 197               46935
 156.36.238.224   170.132.26.48                 4796              296407
 170.132.26.48    156.36.238.224                8984            11460085
 170.135.199.195  170.132.25.169              179798            52914494
 170.132.25.169   170.135.199.195             251977            27827183
 170.135.2.10     156.55.84.98                     8                1196
 156.55.84.98     170.135.2.10                    11                1332
 170.135.202.26   147.249.46.2                  3073              344105
 147.249.46.2     170.135.202.26                4539             2464129
 156.55.51.76     156.36.204.28                   69               16697
 156.36.204.28    156.55.51.76                    79               16984
 156.36.204.28    156.55.51.79                   143                8541
 156.55.51.79     156.36.204.28                  143               14938
 156.36.204.245   147.249.46.2                   466              292288
 147.249.46.2     156.36.204.245                 342              121826
 170.135.202.153  156.55.84.75                  1553              136518
 156.55.84.75     170.135.202.153               2985              348239
 170.132.238.37   170.135.199.195                 12                6124
 170.135.199.195  170.132.238.37                  13                1523
 168.162.176.67   170.135.199.195              16118            19347932
 170.135.199.195  168.162.176.67               12350             1061378
 156.36.200.98    170.132.235.15                1257              545246
 170.132.235.15   156.36.200.98                 1615               74408
 147.249.148.14   170.135.199.195                 12                4155
 170.135.199.195  147.249.148.14                  22               14912
 147.249.148.13   170.135.199.195              49188            61047082
 170.135.199.195  147.249.148.13               47278             4051687
 170.135.202.107  156.55.84.168                  494               30136
 156.55.84.168    170.135.202.107                700              886251
 170.132.235.10   156.36.200.98                  776               61024
 156.36.200.98    170.132.235.10                 650              112840
 170.135.199.195  168.162.95.156              286840            22066437
 168.162.95.156   170.135.199.195             504961           562689872
 170.132.238.11   170.135.199.195                177               13049
 170.135.199.195  170.132.238.11                 175               10283
 170.132.25.251   170.135.199.195             155698           179292039
 170.135.199.195  170.132.25.251              117147            12798159
 168.162.95.154   170.135.199.195             292760           268884952
 170.135.199.195  168.162.95.154              334258            84472061
 170.135.199.195  156.55.84.49                   818               53858
 156.55.84.49     170.135.199.195                797              219665
 170.135.199.195  168.162.95.148               81160             7401147
 168.162.95.148   170.135.199.195             200866           234439367
 170.135.199.195  168.162.95.146              552809           140045220
 168.162.95.146   170.135.199.195             525306           456507924
 170.132.26.47    156.36.48.98                 21755            27862811
 156.36.48.98     170.132.26.47                11626              641619
 147.249.60.137   170.135.199.195               1418             1204840
 170.135.199.195  147.249.60.137                1702              314726
 170.135.202.73   156.55.84.167                  748               40516
 156.55.84.167    170.135.202.73                 748               52888
 170.135.199.195  156.55.51.75                   238                9520
 156.55.51.75     170.135.199.195                240               10204

Accounting data age is 01:00


hopusbcr2#sh ip accoun
hopusbcr2#sh ip accounting 
   Source           Destination              Packets               Bytes
 170.135.2.11     170.132.24.22                25904             1225820
 170.132.24.22    170.135.2.11                 46153            59468172
 170.132.25.26    170.135.199.195              51720            53309918
 170.135.199.195  170.132.25.26                50738             7793152
 170.132.25.27    170.135.199.195              38090            40376212
 170.135.199.195  170.132.25.27                32422             3791038
 170.135.199.195  170.132.25.25              5896015          1545242509
 170.132.25.25    170.135.199.195            8177160          1241881072
 168.162.209.81   156.36.204.247                2192              214178
 156.36.212.169   168.162.95.154                 922               72405
 168.162.95.154   156.36.212.169                1328             1190376
 170.135.199.195  168.162.176.152              76786             6066153
 168.162.176.152  170.135.199.195              99407            21520666
 156.36.239.64    170.132.26.47                23470             7227481
 170.132.26.47    156.36.239.64                17531             3614543
 170.135.199.195  170.132.221.213                 12                 608
 168.162.189.38   156.36.198.250              553946            23671195
 156.36.198.250   168.162.189.38              957520          1159779284
 156.36.206.51    156.55.84.167              3458473           194502426
 156.55.84.167    156.36.206.51              4129032           547724893
 170.135.199.195  147.249.46.72             18530910          1845517191
 147.249.46.72    170.135.199.195           22490999          2231297034
 147.249.46.70    170.135.199.195                749              289024
 170.135.199.195  147.249.46.70                  770              172589
 156.36.230.153   170.132.25.222               55308             5853060
 170.132.25.222   156.36.230.153               52396             6058737
 10.236.84.170    170.135.199.193                846               27072
 170.132.26.43    170.135.199.195            5472999          2232978510
 170.135.199.195  170.132.26.43              3533744           301394160
 168.162.95.154   156.36.208.231              867333           975784367
 156.36.208.231   168.162.95.154              658352            40188324
 170.132.24.95    170.135.199.195             170557           181286578
 170.135.199.195  170.132.24.95               162418            20067179
 168.162.95.146   156.36.206.240             2616947          2904039787
 156.36.206.240   168.162.95.146             1790706           113436842
 170.132.24.94    170.135.199.195            3326001          3246529218
 170.135.199.195  170.132.24.94              3099855           531009751
 170.132.24.21    156.36.205.20                  527              499516
 156.36.205.20    170.132.24.21                  427               45592
 170.132.24.21    156.36.205.21                   49               16288
 156.36.205.21    170.132.24.21                   53               14832
 168.162.95.146   156.36.208.233              534407           634678394
 156.36.208.233   168.162.95.146              282133            15626505
 168.162.95.146   156.36.208.231             1114301          1332716240
 156.36.208.231   168.162.95.146              573378            31504061
 170.135.199.195  170.132.26.84                   45                2340
 168.162.95.154   156.36.206.240             4375007           236746790
 156.36.206.240   168.162.95.154             2749689           282726642
 156.36.204.247   10.255.45.17                  3523             2563966
 156.36.198.250   170.132.235.10                 132               25700
 170.132.235.10   156.36.198.250                 156               18936
 168.162.95.154   156.36.208.233              533648           580571570
 156.36.208.233   168.162.95.154              466921            29289244
 170.132.235.15   156.36.198.250               55897             2646852
 156.36.198.250   170.132.235.15               43208             8311590
 168.162.95.154   156.36.228.193               29490            37538188
 156.36.228.193   168.162.95.154               15472              826133
 168.162.95.154   156.36.206.236              160014           149969864
 156.36.206.236   168.162.95.154              175505            33062055
 170.135.199.195  170.132.24.74               706643            56382495
 170.132.24.74    170.135.199.195             922814           122049628
 168.162.95.146   156.36.228.193              681991           885173135
 156.36.228.193   168.162.95.146              341897            14092532
 170.132.26.48    156.36.239.51                24801             5159930
 156.36.239.51    170.132.26.48                33222            10178229
 170.135.2.11     208.252.13.111               23405             1020324
   Source           Destination              Packets               Bytes
 208.252.13.111   170.135.2.11                 42739            55253995
 170.132.26.48    156.36.239.57                51866            10024705
 156.36.239.57    170.132.26.48                84683            78398602
 147.249.130.173  170.135.199.195              17245            15886647
 170.135.199.195  147.249.130.173              13370             1055169
 170.132.25.110   170.135.199.195                678              571370
 170.135.199.195  170.132.25.110                 720               81700
 156.55.84.167    170.135.199.195             797597           329440933
 170.135.199.195  156.55.84.167               809151            77074438
 156.36.204.246   147.249.148.14                  52               37402
 147.249.148.14   156.36.204.246                  34               11178
 156.36.204.245   147.249.148.13               18648            11660345
 147.249.148.13   156.36.204.245               11724             4076890
 170.132.113.5    170.135.199.195              11391             7500748
 170.135.199.195  170.132.113.5                 7714              411688
 156.36.239.63    170.132.26.47                41126            31085871
 170.132.26.47    156.36.239.63                27236             6566062
 156.36.205.20    168.162.204.210                 90               10294
 168.162.204.210  156.36.205.20                   68               22890
 156.36.214.221   168.162.95.154               50989             3275194
 168.162.95.154   156.36.214.221               35422            21395257
 156.55.84.167    170.135.2.11                  8514              453744
 170.135.2.11     156.55.84.167                16457            20082859
 170.132.24.97    170.135.199.195             188841            93541427
 170.135.199.195  170.132.24.97               188291            33294689
 170.132.24.96    170.135.199.195            1452428           933015067
 170.135.199.195  170.132.24.96              1431683           281167664
 170.132.66.101   156.36.198.250                4113             4729570
 156.36.198.250   170.132.66.101                2671              744138
 156.36.217.170   147.249.46.2               5096887          1288348284
 147.249.46.2     156.36.217.170             7610231          3335520344
 156.36.169.75    170.132.25.226                1854             1052851
 170.132.25.226   156.36.169.75                 1402              559641
 168.162.95.146   156.36.200.39                16431            13225712
 156.36.200.39    168.162.95.146               11805             3407399
 170.135.2.10     156.55.84.75               3412930           187711120
 156.55.84.75     170.135.2.10               6476743          4104043915
 170.135.2.11     172.16.3.10               10311500           550512448
 168.162.95.146   156.36.200.38                 5451             2660674
 156.36.200.38    168.162.95.146                4828             1477884
 10.0.208.96      170.135.199.195                614               34384
 156.36.178.86    170.132.235.10                 115               23716
 170.132.235.10   156.36.178.86                  126               16368
 168.162.95.146   156.36.200.32                 5277             2832726
 156.36.200.32    168.162.95.146                4441             1184295
 170.132.50.161   170.135.2.11              19456872          3557455682
 156.36.168.23    156.55.84.98                  3039              175549
 156.55.84.98     156.36.168.23                 3085             2082838
 170.132.25.132   170.135.199.195             200959           152838046
 170.135.199.195  170.132.25.132              197267           145896359
 156.55.84.100    156.36.168.23                   47               17014
 156.36.168.23    156.55.84.100                   52               11912
 156.36.205.21    168.162.95.148              197022            11805355
 168.162.95.148   156.36.205.21               358914           465050228
 170.132.24.98    156.36.222.144               67603            84117424
 156.36.222.144   170.132.24.98                62790             2757932
 156.36.205.20    168.162.95.146              334479            20865989
 168.162.95.146   156.36.205.20               594901           763793877
 168.162.95.146   156.36.200.31                 4357             2179394
 156.36.200.31    168.162.95.146                3730              958339
 170.132.26.48    156.36.238.224              306063           392876179
 156.36.238.224   170.132.26.48               163524             8552816
 168.162.188.129  156.36.198.250               20589              851292
 156.36.198.250   168.162.188.129              39554            47998076
 170.135.199.195  170.132.25.169             3111232           914776161
 170.132.25.169   170.135.199.195            4357367           481808600
 170.135.2.10     156.55.84.98                    58               15720
   Source           Destination              Packets               Bytes
 156.55.84.98     170.135.2.10                    51               10634
 170.135.202.26   147.249.46.2               1531425           203536502
 147.249.46.2     170.135.202.26             2685584          2548652692
 156.55.51.76     156.36.204.28                 1921              359067
 156.36.204.28    156.55.51.76                  2232              549703
 156.55.84.101    170.135.2.10                   630               41156
 170.135.2.10     156.55.84.101                 1057             1325402
 156.36.204.28    156.55.51.79                  4079              278680
 156.55.51.79     156.36.204.28                 4107              694575
 156.36.204.245   147.249.46.2                  5966             3679306
 147.249.46.2     156.36.204.245                4404             1543332
 170.135.202.153  156.55.84.75               1105224            67701046
 156.55.84.75     170.135.202.153            1417202          1342823295
 170.132.238.37   170.135.199.195                 79               47288
 170.135.199.195  170.132.238.37                  92                9383
 170.132.25.211   170.135.199.195               4415              381588
 170.135.199.195  170.132.25.211                5461              429665
 168.162.176.67   170.135.199.195              67465            81916919
 170.135.199.195  168.162.176.67               52449             3759437
 170.132.24.21    156.36.222.144                   7                 809
 156.36.222.144   170.132.24.21                    8                1146
 156.36.200.98    170.132.235.15               59923            23542431
 170.132.235.15   156.36.200.98                72312             3656478
 147.249.148.14   170.135.199.195                692              720071
 170.135.199.195  147.249.148.14                 813              132184
 147.249.148.13   170.135.199.195            1569966          1979983018
 170.135.199.195  147.249.148.13             1318988            96929306
 170.135.202.107  156.55.84.168                10817              829652
 156.55.84.168    170.135.202.107              14070            17509967
 170.135.2.11     168.162.246.4                  138               37528
 168.162.246.4    170.135.2.11                   103               44168
 156.36.200.98    170.132.235.10                1680              319304
 170.132.235.10   156.36.200.98                 2219              198962
 170.135.199.195  168.162.95.156             8940911           802549291
 168.162.95.156   170.135.199.195           14823804          3124970183
 170.132.238.11   170.135.199.195                 27               13040
 170.135.199.195  170.132.238.11                  29                2796
 170.132.25.251   170.135.199.195            2681149          3041597382
 170.135.199.195  170.132.25.251             2125019           245907042
 168.162.95.154   170.135.199.195            9713584           569933183
 170.135.199.195  168.162.95.154            10667844          2528140172
 170.135.199.195  156.55.84.49                 26215             1183870
 156.55.84.49     170.135.199.195              26156             2054925
 170.135.199.195  168.162.95.148             6643122           486135384
 168.162.95.148   170.135.199.195           13340612          2570877644
 156.55.84.49     170.135.2.10                   214               25036
 170.135.2.10     156.55.84.49                   299              284161
 170.135.202.83   156.55.84.167                   15                 792
 156.55.84.167    170.135.202.83                  23               23375
 170.135.199.195  168.162.95.146            12858549          3252207666
 168.162.95.146   170.135.199.195           12850534          2594275336
 170.135.202.79   156.55.84.167                  105                5568
 156.55.84.167    170.135.202.79                 144              125465
 156.55.51.77     170.135.2.11                   901               59068
 170.135.2.11     156.55.51.77                  1715             2159295
 156.36.48.98     170.132.26.47               166332             9398193
 170.132.26.47    156.36.48.98                311977           399027292
 170.135.2.11     156.55.51.78                 23760             2289396
 156.55.51.78     170.135.2.11                 29542            33549988
 170.135.202.76   156.55.84.167                 1962              102972
 156.55.84.167    170.135.202.76                2481             2544045
 170.135.2.10     156.55.51.78                  2388              312096
 156.55.51.78     170.135.2.10                  2503             2483562
 147.249.60.137   170.135.199.195              33898            30670859
 170.135.199.195  147.249.60.137               40483             7861138
 170.135.202.73   156.55.84.167                17133              930624
 156.55.84.167    170.135.202.73               17157             1196848
   Source           Destination              Packets               Bytes
 170.135.202.70   156.55.84.167                 3665              193292
 156.55.84.167    170.135.202.70                3811              670712
 170.135.199.195  156.55.51.75                 19785              861478
 156.55.51.75     170.135.199.195              18407             2314574

Accounting data age is 5d17h

Source           Destination              Packets               Bytes
 170.135.2.11     170.132.24.22                17085              798236
 170.132.24.22    170.135.2.11                 30780            39706954
 170.132.25.26    170.135.199.195              18813            19349707
 170.135.199.195  170.132.25.26                18233             2828236
 170.132.25.27    170.135.199.195              28039            29684984
 170.135.199.195  170.132.25.27                23619             2721472
 170.132.25.25    170.135.199.195            4311349           724819737
 170.135.199.195  170.132.25.25              2914726           815547937
 156.36.212.169   168.162.95.154                 105                4213
 168.162.95.154   156.36.212.169                 104                4174
 170.135.199.195  168.162.176.152              94517             7544299
 168.162.176.152  170.135.199.195             125988            13360830
 156.36.239.64    170.132.26.47                17091             5210424
 170.132.26.47    156.36.239.64                12755             2648590
 170.135.199.195  170.132.221.213                  6                 304
 168.162.189.38   156.36.198.250              358871            15269032
 156.36.198.250   168.162.189.38              634002           762215121
 156.36.206.51    156.55.84.167              1930963           106019416
 156.55.84.167    156.36.206.51              2214494          2719966485
 147.249.46.72    170.135.199.195           14585940          1174094205
 170.135.199.195  147.249.46.72             11938931          1203552256
 156.36.230.153   170.132.25.222               19530             2523631
 170.132.25.222   156.36.230.153               18504             2734146
 170.135.199.195  170.132.26.43              1720542           148294321
 170.132.26.43    170.135.199.195            2646985          3157231221
 170.132.24.95    170.135.199.195              99319           103810162
 170.135.199.195  170.132.24.95                91237            12494280
 168.162.95.154   156.36.208.231              302718           336949595
 156.36.208.231   168.162.95.154              238537            14720618
 168.162.95.146   156.36.206.240             1146382          1274034919
 156.36.206.240   168.162.95.146              800044            50376265
 170.132.24.94    170.135.199.195            1890846          1886699016
 170.135.199.195  170.132.24.94              1748947           259207089
 170.132.24.21    156.36.205.20                  293              285854
 156.36.205.20    170.132.24.21                  228               23584
 170.132.24.21    156.36.205.21                   24                7594
 156.36.205.21    170.132.24.21                   27                7436
 168.162.95.146   156.36.208.233              330534           393905451
 156.36.208.233   168.162.95.146              167769             9247251
 168.162.95.146   156.36.208.231              330651           394414495
 156.36.208.231   168.162.95.146              171749             9467749
 170.132.26.84    170.135.199.195               1320             1536863
 170.135.199.195  170.132.26.84                  734               90508
 168.162.95.154   156.36.206.240             2218976          2274448556
 156.36.206.240   168.162.95.154             1406044           149529452
 168.162.95.154   156.36.208.233              291282           321635828
 156.36.208.233   168.162.95.154              241017            14962731
 170.132.235.15   156.36.198.250               28503             1366421
 156.36.198.250   170.132.235.15               21591             3383876
 168.162.95.154   156.36.228.195                6958             8909465
 156.36.228.195   168.162.95.154                3766              197838
 168.162.95.154   156.36.228.193                7012             8998645
 156.36.228.193   168.162.95.154                3766              195950
 156.36.206.236   168.162.95.154               90534            15996984
 168.162.95.154   156.36.206.236               83766            81232075
 170.132.24.74    170.135.199.195             483754            56671382
 170.135.199.195  170.132.24.74               370011            29248574
 168.162.95.146   156.36.228.195              170410           221227069
 156.36.228.195   168.162.95.146               87407             3639232
 168.162.95.146   156.36.228.193              171389           222590646
 156.36.228.193   168.162.95.146               86922             3565976
 156.36.239.51    170.132.26.48                16442             5082185
 170.132.26.48    156.36.239.51                12272             2541712
 170.135.2.11     208.252.13.111                9704              415812
 208.252.13.111   170.135.2.11                 17805            23015939
 170.132.26.48    156.36.239.57                28368             5221136
 156.36.239.57    170.132.26.48                46899            45128734
 147.249.130.173  170.135.199.195              11083             9298044
 170.135.199.195  147.249.130.173               8047              604210
